Title,Company,Job Type,Location,Link
Sales Trainers ( Alexandria - Qena - Ismailia - Cairo ),realme -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/realme-Egypt-38950
Senior PHP Developer (Laravel),Our Education -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Our-edu-Egypt-51211
Quality Control Manager,Outservingplus -,Full TimeOn-site,"Abu Qir, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652
Senior Software Tester,Our Education -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Our-edu-Egypt-51211
Software Application Support Engineer,Softec Technologies -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Softec-international-Egypt-8897
Senior Electrical Technical Office Engineer,ARX Developments -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arex-Developments-Egypt-125841
Senior Architecture Technical Office Engineer,ARX Developments -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arex-Developments-Egypt-125841
Secretary,Misr International for AC & Contracting  -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Misr International for AC & Contracting-Egypt-125854
BIM Manager,Bainona Engineering Company  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Bainona Engineering Company-Egypt-92117
Senior Reservation Agent,belquis tours -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/belquis tours-Egypt-126108
HR. Talent Management Supervisor,Confidential -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tMCHTq9WqcAK-HR-Talent-Management-Supervisor-Giza-Egypt
Senior AI Engineer,Lumin -,Full TimeHybrid,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Excel-Systems-LLC-Egypt-13729
HVAC Sales Engineer,Misr International for AC & Contracting  -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Misr International for AC & Contracting-Egypt-125854
Planning Engineer,WAA Consulting Engineers  -,Full TimeOn-site,"Mansoura, Dakahlia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-89175
Real Estate Sales Consultant - No Experience Needed,The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Mechanical Estimation Engineer,شركه طنطا موتورز -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/شركه-طنطا-موتورز-Egypt-42744
Senior Medical Representative,Confidential -,Full TimeHybrid,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/AmCw0Zsm38pZ-Senior-Medical-Representative-Cairo-Egypt
Recruitment Specialist,El Banna Group Company -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317
Junior Sales Engineer ( Alexandria ),Atlantic international collaboration  -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Atlantic international collaboration-Egypt-116924
Technical Project Manager,Informatique Education -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Informatique-Egypt-6845
General Manager Assistant,Asunim solar energy -,Full TimeHybrid,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Asunim solar energy-Egypt-126105
HR Specialist,CandyStore -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-114820
Sales Software Account Manager,Roaya -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Roaya-Electronic-Egypt-22686
Primary English Teachers - Orman 26th of July,Orman Smart School  -,Full TimeOn-site,"Giza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Orman-Smart-Language-School-Nahya-Egypt-115372
Nursery/KG Teachers & Co-Teachers - Orman Helwan,Orman Smart School  -,Full TimeOn-site,"Helwan, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Orman-Smart-Language-School-Nahya-Egypt-115372
Primary English Teacher - Orman Helwan,Orman Smart School  -,Full TimeOn-site,"Helwan, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Orman-Smart-Language-School-Nahya-Egypt-115372
Telesales Agent,NASHKA TOURISM -,Full TimeOn-site,"Faisal, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NASHKA TOURISM-Egypt-125676
Senior Marketing Specialist (Archilight - 3Brothers sister company),3Brothers -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/3Brothers-Egypt-14192
Order Management Specialist,Fullslang -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Fullslang-Egypt-126103
IT Manager,Blue Nile -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Blue-Nile-Egypt-17532
Head of Growth,Deez apps -,Full TimeRemote,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Deez apps-United Arab Emirates-125650
Senior Content creator - Fashion Industry,Abaya Noir -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Abaya-Noir-Egypt-54008
Sales Account Manager,Paymint -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Paymint-Egypt-72741
Telecom Operation Senior Manager,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Sales Engineer,Unitech -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Unitech-Egypt-9234
Medical Representative -Behira,dkt Egypt -,Full TimeRemote,"Damanhour, Beheira, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/dkt-egypt-Egypt-34523
E-Commercial Assistant,OPPO Egypt  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Export Specialist,Mini Egypt - MiniMelts -,Full TimeOn-site,"Abu Rawash, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--83245
Senior Mechanical Fire Protection Designer,Fire Cube -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Fire Cube-Canada-123357
Recruitment Specialist,International co for Electrical & Electronic Industries Electro George -,Full TimeOn-site,"Abu Rawash, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/International-co-for-Electrical---Electronic-Industries-Electro-George-Egypt-40188
Export sales specialist,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nFgkT77WSX6W-Export-sales-specialist-Cairo-Egypt
Quality Assurance Manager,Mini Egypt - MiniMelts -,Full TimeOn-site,"Abu Rawash, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--83245
Application Engineer,Mantrac -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mantrac-Egypt-27769
Quality Assurance Engineer,Egybell -,Freelance / ProjectOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egybell-Egypt-16101
Maintenance Manager,Mini Egypt - MiniMelts -,Full TimeOn-site,"Abu Rawash, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--83245
Sales Executive,Elixir remedies -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elixir remedies-Egypt-125495
Receptionist and Administrative Assistant,Tristar Cargo System -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tristar-Cargo-System-Egypt-13401
Customer Service & Logistics Assistant,OPPO Egypt  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Personnel Specialist,Investment Company For Dairy Products  -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Investment-Company-For-Dairy-Products-Egypt-26678
Sales Manager,Al Seif Group -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-95126
Platform Senior Operator,OPPO Egypt  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Social Media Specialist,FlakeTech -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FlakeTech-Egypt-78742
Human Resources Recruiter intern,Monglish Academy -,InternshipOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Administration Assistant,Comtec -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Comtec-Egypt-33358
Junior Business Development Coordinator,CPS -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CPS-Egypt-125603
Receptionist & Admin (Cairo residents only),Capital Guard -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Capital Guard-Egypt-93485
Sales Engineer/ 10th of Ramadan,Obegi Chemicals -,Full TimeRemote,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Obegi-Chemicals-Egypt-31537
Raw material sourcing specialist (chemical Background),Floortec -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Floortech-Egypt-38619
Junior Engineer [Specialist Contract],Korea Hydro Nuclear Power co.LTD (KHNP)   -,Full TimeOn-site,"Dabaa, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110606
"Junior Engineer (Construction Engineer, Civil)",Korea Hydro Nuclear Power co.LTD (KHNP)   -,Full TimeOn-site,"Dabaa, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110606
"Junior Engineer (Design Engineer, Civil)",Korea Hydro Nuclear Power co.LTD (KHNP)   -,Full TimeOn-site,"Dabaa, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110606
Russian Junior Engineer (Quality Assurance),Korea Hydro Nuclear Power co.LTD (KHNP)   -,Full TimeOn-site,"Dabaa, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110606
Pharmacist ( Mokattam Hospital ).,Al Ahly Medical Company -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
Russian Design Engineer (Civil),Korea Hydro Nuclear Power co.LTD (KHNP)   -,Full TimeOn-site,"Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110606
"Russian Junior Engineer (Construction Engineer, Civil)",Korea Hydro Nuclear Power co.LTD (KHNP)   -,Full TimeOn-site,"Dabaa, Matruh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110606
Administrative Assistant,Al-Freeh -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Freeh-Egypt-99651
Sales Manager,Greencare -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Greencare-Saudi Arabia-125837
HSE Manager,BariQ -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Raya-Holding-Egypt-21237
IT Specialist,Intaj Alamal -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Intag-Alamal-Egypt-46439
Etisalat UAE - English Call Center - Business account,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Teacher Assistant,American international school West campus -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/American-International-School-Egypt-14222
Communications Specialist,American international school West campus -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/American-International-School-Egypt-14222
Medical Sales Representative - Beheira,KDL   -,Full TimeOn-site,"Beheira, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/KDL-Egypt-65147
Medical Sales Representative - Gharbia,KDL   -,Full TimeOn-site,"Gharbia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/KDL-Egypt-65147
Site Engineer,Elmallah for Engineering and contracting company  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elmallah for Engineering and contracting company-Egypt-110348
Sales Representative,Synergy Outsourcing Group -,Full TimeRemote,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Synergy Outsourcing Group-Egypt-126090
Mechanical Site Engineer,Hi-M.Solutek   -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hi-M-Solutek-Egypt-124407
Call Center Specialist - Fluent in English,VOIS Egypt -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Towing Dispatcher -Sales Associate,Safe Harbor -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Safe-Harbor-Egypt-120628
Assistant Manager Facilities - Sokhna Site,Logistica -,Full TimeOn-site,"Ain Sokhna, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Logistica-Egypt-16461
Finance Assistant Manager - Sokhna site,Logistica -,Full TimeOn-site,"Ain Sokhna, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Logistica-Egypt-16461
Purchasing Assistant Manager - Ain Sokhna site,Logistica -,Full TimeOn-site,"Ain Sokhna, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Logistica-Egypt-16461
Online Marketing Specialist,GOLDEN STONE FOR MARBLE AND GRANITE -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GOLDEN STONE FOR MARBLE AND GRANITE-Egypt-126083
Senior Software Engineer,Code SA Ltd -,Full TimeRemote,"Cambridge, United Kingdom",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Code SA Ltd-United Kingdom-126079
"e&UAE (B1+ English speakers)Etisalat UAE,graduates",Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Sales Intern,Monglish Academy -,InternshipOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
"Transaction & Operations Coordinator (Remote, EST Hours)",CASA One Residential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CASA One Residential-United States-124562
CEO Assistant,CodeCooks -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CodeCooks-Egypt-95797
Electrical Maintenance Engineer,Firoz Group -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Firoz-Group-Egypt-9464
Mechanical Maintenance Engineer,Firoz Group -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Firoz-Group-Egypt-9464
Financial Analyst,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mSCM8Sfor8Lf-Financial-Analyst-Cairo-Egypt
Estimation Engineer-Steel Fabrication,Saudi-firmness -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/audi-firmness-Egypt-73311
Real Estate Consultant,Bold Routes -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Bold Routes-Egypt-126070
Account Manager,carpiture -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/carpiture-Egypt-97000
Warehouse Manager,carpiture -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/carpiture-Egypt-97000
Accountant Manager,Aldawlia For Plastic Materials -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104266
Accountant,carpiture -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/carpiture-Egypt-97000
Human Resources Generalist,Aldawlia For Plastic Materials -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104266
Regional Sales Executive,Country Stone -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Country-Stone-Egypt-122347
ERP Sales Consultant,Naba Soft  -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NABA-SOFT-Egypt-7253
quality specialist,Minraf  -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Minraf-Egypt-15757
HR Recruiter,Xceed Contact Center -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/XCEEDCC-Egypt-52679
"Full time Senior ASP Net Core, Blazor Developer",Sinmar Soft   -,Full TimeOn-site,"New Nozha, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sinmar Soft-Egypt-81792
Site Finishing Engineer,Confidential -,Full TimeOn-site,"Shorouk City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Y50E0QHy2kG4-Site-Finishing-Engineer-Cairo-Egypt
Sales Engineer (Upper Egypt - Assiut),BTL Industries Egypt -,Full TimeHybrid,"Assiut, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/company-Egypt-77916
GIS Specialists,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kM8lb9iB37kD-GIS-Specialists-Cairo-Egypt
